session_id,target
1,5.267439641916723e-05
2,1.858801453916242e-07
3,3.478422487045279e-07
4,1.870046003355836e-07
5,7.591984834623044e-05
6,4.0563730451115126e-05
7,0.00814421949071919
8,0.0003408469289669033
9,2.3061606479051223e-05
10,0.0004133630371756661
11,0.00035460494853609825
12,3.8883046538685395e-05
13,3.097425965042529e-05
14,0.10255115080549847
15,0.0015068469659614686
16,0.0004879330372700997
17,0.00031981180385844073
18,1.5647749639638302e-05
19,0.0005536339347701857
20,3.2360487911275683e-06
21,0.035026148263151445
22,5.4247680227877136e-09
23,0.0007451086783390502
24,0.00021125674547372154
25,0.0014895585526520552
26,1.7008276580999802e-06
27,0.00010882821777680258
28,5.501934291818269e-08
29,0.012004049442452326
30,0.0005756589922597457
31,0.03811010920814267
32,0.07380478317861461
33,7.033167010318201e-05
34,4.238369933327625e-07
35,0.06685553347731614
36,9.450222783759806e-05
37,1.339078833471611e-09
38,6.124291337091053e-07
39,0.0005562403842215901
40,2.376351430145991e-06
41,0.0037045612098227016
42,0.0003861138643508448
43,5.0930138935549916e-05
44,4.742150158623814e-06
45,0.5503156917524967
46,0.0002899474562980566
47,0.0006784858744234083
48,2.987787000331886e-06
49,0.0004111076190704066
50,4.880148345160546e-06
51,3.894680823747233e-08
52,1.873065361298076e-05
53,0.009317111265507461
54,0.0005629464889714747
55,0.0002666306600695188
56,0.0010023247393253624
57,2.9348277672810117e-07
58,3.0619063761265214e-06
59,1.352053547331338e-06
60,1.6120307044113482e-07
61,1.5530537258075646e-05
62,0.00045111212940585825
63,4.968613703334802e-06
64,0.0008332448758245916
65,8.727447969299967e-06
66,4.61264609603113e-06
67,0.00016947054932574558
68,0.0012102253866952196
69,0.06479026558227
70,1.863092777100886e-05
71,0.0018402634955185556
72,0.00040999809341539067
73,0.0070895543420793515
74,9.286092098046922e-06
75,0.0003142884728053378
76,0.0010423751704452921
77,0.0028183945654656683
78,0.006011417679201227
79,1.846631799185941e-05
80,2.7521889093389694e-05
81,9.588189281202205e-06
82,3.746168628142308e-05
83,1.961642231672795e-08
84,0.8753695478286385
85,9.719573901001985e-05
86,4.297122300573699e-06
87,0.010844512930982816
88,0.000681194253313683
89,0.0016361563016889093
90,0.056959599174234425
91,1.5390368143938447e-05
92,4.4818261170457564e-07
93,0.10000130995986237
94,1.6461232912269743e-05
95,0.000365610463855968
96,5.727771376813259e-07
97,0.0014152453213195446
98,1.8805261371995472e-05
99,2.909477744062053e-06
100,0.0010921481612051658
101,0.0001828694880756125
102,0.0036485523590119415
103,7.004580466502286e-05
104,7.606137929053212e-05
105,0.00015132114584289462
106,2.9487404654331572e-05
107,0.0001625496029239902
108,1.7131409626539834e-05
109,1.3938338950838508e-05
110,1.356339380708595e-06
111,0.00022275770999847277
112,2.0793240830367895e-08
113,0.0007749054921351074
114,3.831004374087117e-06
115,7.88438085370992e-06
116,4.551304184868586e-08
117,0.00027523192880829375
118,0.0003995096905166326
119,1.6736066390752076e-06
120,0.00450704580649066
121,3.5210220118193135e-06
122,9.677429952748547e-06
123,2.4120550338863297e-05
124,1.904976867495685e-05
125,0.02312204001213348
126,8.333910835636542e-07
127,1.1127857539209255e-07
128,0.00019016810579706328
129,0.008914053603516164
130,0.011001253459315494
131,0.007264974538960042
132,0.0036381720301979312
133,0.008472719554522066
134,1.373229339663248e-05
135,1.3780424498325552e-06
136,0.0007450083534214396
137,1.5506733852129597e-05
138,0.0030924929272162795
139,5.091136751405003e-06
140,7.471649372746849e-05
141,6.251269472265693e-08
142,0.00015266941386771383
143,0.00013723880312825986
144,0.00566063505493164
145,3.7359347064029707e-07
146,0.001454578778944976
147,3.872209365740702e-05
148,0.013712471299267493
149,0.004796765623361321
150,0.017106623996173326
151,3.989060896960158e-07
152,0.04112987573790367
153,0.0001907444330703497
154,0.0003878631491462085
155,0.00019095915771742157
156,9.970439521331071e-06
157,6.173537329492979e-05
158,0.0004935850069416806
159,0.00025637407126991013
160,1.069060096924927e-05
161,0.010203983525754617
162,0.00011627902376813678
163,0.0008713529064601075
164,0.0026340950567274152
165,1.710225036730901e-06
166,2.3121103765202076e-05
167,0.008713101457312274
168,0.004931634047665124
169,0.009122449161316543
170,0.005617442845123449
171,0.008346403731487725
172,0.0001442080106315527
173,0.0009097627884698845
174,0.00017869725353101664
175,0.6677177779865193
176,0.008560590859877756
177,0.054496859595746745
178,9.768223978658903e-06
179,5.9632666307221285e-05
180,0.008327452819054955
181,5.070902831207991e-05
182,0.0023878439243917486
183,3.3502031886132554e-05
184,7.391292081225127e-05
185,0.00011670904950459999
186,0.00014737769407096031
187,7.530810935784452e-07
188,7.975122715070257e-07
189,0.021760903145488963
190,0.0002303998051426746
191,5.1740420594202684e-05
192,2.1730133351913022e-05
193,0.01380075902995141
194,0.00040048977449074136
195,1.6277764299487665e-05
196,2.0287858515499548e-06
197,0.0010757224698317285
198,0.003192903230003563
199,0.015167352159649525
200,6.807902571628928e-06
201,0.00010148616024783286
202,0.35747211538967233
203,1.1513991757779572e-06
204,2.608378631450172e-05
205,0.01033288493709022
206,6.543714005351056e-11
207,0.00046780234205226365
208,0.0030236409019934944
209,1.2248259108773579e-06
210,0.0015514253828587722
211,5.938092820189175e-05
212,0.0004747147116764532
213,3.356055287858651e-06
214,0.0014876501646974487
215,0.0013092845626089143
216,0.017713793228917158
