session_id,target
1,6.736463237588163e-05
2,7.3366041877427744e-06
3,0.0004282588180664739
4,9.456810201913054e-06
5,0.00035348489240227013
6,6.862564184004905e-05
7,0.003931176031898404
8,0.0003926374584444083
9,2.4149488196692072e-05
10,0.0006758791617908597
11,0.0009736850125005948
12,0.00011840122621594255
13,8.956663514715238e-05
14,0.06118605959417317
15,0.007477899401983491
16,0.0003226065714194936
17,0.0005059008386095072
18,5.7742920309941885e-05
19,0.005088945049241757
20,3.1981665256707785e-05
21,0.012760850624613481
22,3.340391917332592e-07
23,0.001576769555948436
24,4.5906972596979303e-05
25,0.006043540699500195
26,0.00013802101476588572
27,0.00019058904539104098
28,6.298706464420516e-06
29,0.028397933678377164
30,0.003023597777345229
31,0.029437025824901007
32,0.04877693091815436
33,5.4644076655208643e-05
34,8.053122320557144e-05
35,0.06770059820967739
36,0.0005412661970879829
37,1.2781276344543345e-06
38,2.1893028024355648e-05
39,0.002960485984726368
40,9.815401613291168e-06
41,0.008197543736674102
42,6.561533948310066e-05
43,0.0002906904975049997
44,9.277833299529997e-05
45,0.1206577674275195
46,0.004692979972907606
47,0.00032285471223945483
48,4.4975216815958385e-05
49,0.002789427932514511
50,2.4383969587685863e-05
51,2.019435099308188e-06
52,0.00026684252292271673
53,0.017782120518619323
54,0.0012634681299513307
55,0.002874418931436931
56,8.290034306274775e-05
57,9.526574924021124e-06
58,1.1336318828446738e-05
59,1.5035970002713576e-05
60,1.7387783372720914e-06
61,4.724301242636173e-05
62,0.0005647805665964806
63,2.8552771236543508e-05
64,0.0038666793949202654
65,6.465092875433273e-05
66,3.979823025967578e-05
67,0.000256043282593723
68,0.0015253427917521544
69,0.06707170820215103
70,3.104729568458936e-05
71,0.004022486196116271
72,0.003523943092563836
73,0.0015386481443083538
74,0.00033150379064843195
75,0.0005306047661330539
76,0.0020646473610639727
77,0.0031024517601038375
78,0.0030608064770891704
79,0.0002893568986838711
80,2.819340950284045e-05
81,1.536158790976181e-05
82,2.5190242097221893e-05
83,7.949958627715983e-06
84,0.5217736763982574
85,0.0009789486022313424
86,3.643348296233535e-05
87,0.00425479884327178
88,0.002023169668747696
89,0.0025723717328521084
90,0.0990382728134817
91,4.306055976287631e-05
92,7.992604482760866e-06
93,0.10983371480056468
94,1.6998093309250692e-05
95,5.928126284384613e-05
96,8.425181292453898e-06
97,0.007298590539342923
98,6.252039949887055e-05
99,1.2579506351371188e-05
100,0.002016046451577572
101,8.280045621788497e-05
102,0.00046264326393258883
103,8.103496171393539e-05
104,0.00025390570987660543
105,0.0010117157265732727
106,2.009787661011757e-05
107,2.076125739362389e-05
108,0.00046510259114241817
109,8.404690261628867e-05
110,8.946359460856124e-06
111,0.0004780950392162334
112,2.6595977914842806e-06
113,0.0002115861084663177
114,1.737948702349285e-05
115,8.726239260983255e-06
116,3.433996275126021e-06
117,0.00030990304120395365
118,0.00120707355253229
119,1.3850851891749281e-05
120,0.005457288955672748
121,1.2484971599075357e-05
122,6.011372195423631e-05
123,4.642273058584574e-05
124,0.0006347244769129952
125,0.016221067037705574
126,1.1010825232396233e-05
127,6.178473127121345e-05
128,9.577288567397648e-05
129,0.0039544327826873515
130,0.006933610090702187
131,0.0022356132143746274
132,0.004526018576289183
133,0.006549891638431091
134,0.0002438177664052007
135,4.650353348867522e-05
136,0.0037301240783207206
137,2.847680370843295e-05
138,0.004665836169347565
139,5.60300720198472e-05
140,6.312147667723959e-05
141,5.509890427542304e-06
142,8.348785579751666e-05
143,0.0003272197082998255
144,0.00459033228735571
145,2.252442269403685e-05
146,0.0028824222936052997
147,2.7755026689098808e-05
148,0.009023273665171142
149,0.0033874233071562367
150,0.014876975401051169
151,1.0945622477083377e-05
152,0.018894176452633048
153,0.00013448536642192768
154,0.0003882980521073461
155,0.0018377055349266904
156,5.511461231921435e-05
157,0.00016128077718356566
158,0.002611067867350409
159,0.0017695802355228204
160,6.392041627441278e-05
161,0.009002032232835267
162,0.000527909218643737
163,0.0017123380487616684
164,0.002837736429102479
165,0.00019574358358270472
166,4.4427222491805775e-05
167,0.006144398843202464
168,0.003442182988401295
169,0.0038768576159754877
170,0.010652785753759483
171,0.007795066327111301
172,0.000490434924488435
173,0.001887052340242658
174,0.0005218754871393757
175,0.7258389890929378
176,0.012073146387038982
177,0.018639169761723712
178,0.0005581427489969944
179,0.0006669709248921153
180,0.007694455980544188
181,8.260328019129745e-05
182,0.0016706615423456397
